cancellation_id,booking_id,cancelled_at,reason,cancelled_by,refund_amount,refund_status,days_before_pickup
1e6b189a-6e4c-41e4-9efd-d2c2d1b9aae8,BKG0003947,2025-03-12 14:18:43,cliente_desistiu,customer,1333.92,denied,52
79bf7a22-10b0-4918-a612-6b81fa27444d,BKG0000936,2025-02-25 12:01:18,voo_cancelado,,1198.82,denied,55
de53fefe-6f50-4bbf-b43a-fe4bdbcb434d,BKG0011353,2024-10-12 12:08:17,duplicidade,,1126.86,,71
500ba3c7-df0a-4781-9d9e-80a72ab428c7,BKG0008222,2024-12-04 18:08:10,cliente_desistiu,system,152.24,denied,15
f57c399b-1e37-4a59-bd85-ad78d40f4bac,BKG0009562,2025-01-28 00:00:32,outro,,1172.57,,56
b36c1026-c82d-4ee7-9c86-c90d1ec3d292,BKG0005808,2025-02-15 17:13:57,voo_cancelado,admin,169.14,processed,22
5298ab82-ffeb-4a38-a03b-c45c124bd56f,BKG0006143,2025-03-24 22:55:18,voo_cancelado,admin,507.26,denied,10
a5108f93-6c6b-4c36-8ffa-c498bbdd5bb3,BKG0000975,2024-11-24 19:56:24,fraude_detectada,system,,processed,-2
7d6d9f9c-7e1f-4560-a321-2e64f4a1d906,BKG0017795,2024-11-24 19:39:57,duplicidade,system,719.75,pending,43
66d7a942-d80a-4d1d-bcc4-e343070c2384,BKG0007780,2025-02-27 17:18:32,,system,911.62,processed,85
c8ab0580-0ff0-4419-b2ef-eaab5abe3435,BKG0011483,2024-11-28 03:31:37,outro,partner,1381.82,pending,7
0ee27c3d-53de-497a-b7fe-7d3304149c0e,BKG0011945,2025-01-26 15:22:31,outro,system,1292.09,,1
6c2a9e3f-56d3-4954-a1da-05842caf9bf7,BKG0006293,2025-03-17 18:07:07,,,208.33,,8
0e16f5ce-f488-4939-9412-566316c606e5,BKG0012574,2025-03-14 16:34:51,voo_cancelado,partner,617.33,,7
f1c4b4c7-cfe4-457d-93c6-c972b41e12bf,BKG0004739,2024-10-11 01:36:33,,,1119.11,denied,60
07611005-90d5-465d-b909-19f6c40c3464,BKG0009114,2024-11-26 01:07:07,voo_cancelado,partner,614.18,denied,56
e97e69e6-5e72-4279-a4b2-2916c1e53326,BKG0015212,2025-03-01 06:04:54,erro_usuario,admin,1325.61,pending,13
f85ac3fa-a6a4-4fb3-bb87-141a57f99830,BKG0013141,2025-02-25 01:24:59,,admin,712.25,pending,29
407144a8-9996-4009-9bab-586b04ab3fb7,BKG0003403,2025-03-22 02:05:44,,admin,28.75,processed,7
a1fe97e5-e953-4448-bc9f-144568151331,BKG0002421,2025-02-16 07:24:31,fraude_detectada,system,1433.42,pending,32
61be4155-9c50-4af6-9161-70eab9fc5726,BKG0003549,2025-03-01 08:09:35,outro,customer,964.21,,
58db1408-72f6-423e-b6ae-9460ce67d4c2,BKG0000046,2024-11-20 21:52:07,preco_alto,partner,1400.03,denied,80
a6592c12-7677-4f4a-9e6e-b93ab78982bf,BKG0008184,2025-01-06 01:42:07,fraude_detectada,admin,1436.52,,81
36737982-7e9b-448d-a6bc-6f41a00da458,BKG0015965,2024-10-25 17:20:55,preco_alto,,661.56,denied,11
a21370c6-5083-47b0-a49d-d2cfad7602d7,BKG0004709,2024-12-18 21:32:23,fraude_detectada,system,1260.08,denied,14
b30a9997-f421-4ef5-9f48-5f5846e6ebae,BKG0013284,2025-01-19 18:02:15,voo_cancelado,admin,1084.77,,11
aa32aa78-cef1-4a13-a412-15fb11a87eb9,BKG0000929,2025-02-16 18:47:39,parceiro_sem_veiculo,,228.08,processed,14
7aa19c60-0ee5-43ef-a8ee-294e62a15c24,BKG0009030,2025-02-16 13:25:32,,customer,678.72,pending,40
4d95da38-275c-475a-80ea-94293ad25148,BKG0015273,2025-03-29 15:33:59,parceiro_sem_veiculo,,,denied,65
f8bc4219-83e2-482d-80d3-5d8e915f5dbd,BKG0001544,2024-12-07 14:05:46,voo_cancelado,admin,,,4
c928b0c6-f612-4c04-9887-4bd4f3f90986,BKG0004702,2025-01-08 09:45:35,voo_cancelado,partner,1438.0,,48
c5456a9c-afa9-4af9-8417-55b687e62815,BKG0013318,2024-11-24 02:04:51,cliente_desistiu,customer,247.46,pending,19
94fd5e53-a077-49d4-a32e-294d9c8829f7,BKG0010595,2024-10-01 04:35:23,,system,1485.28,processed,20
094b772c-c27e-4d2e-9a2e-66296f41ea31,BKG0015354,2025-01-17 14:18:18,fraude_detectada,system,809.85,processed,33
00f81d09-7e59-4e0f-9394-4df6745b2e8c,BKG0017541,2025-02-26 20:44:06,erro_usuario,,1405.29,denied,43
6b8b14d1-4b6c-49d9-b443-fb0a8ea76c2e,BKG0014134,2025-03-22 06:10:40,preco_alto,,427.25,processed,7
ad2f8ed8-399f-4b73-9c89-4871bf04bf24,BKG0014509,2025-02-09 17:36:14,preco_alto,system,1470.09,denied,
4b1aa2d1-afa6-4cfa-a2f6-72320ffdaf9a,BKG0010195,2025-02-19 10:47:22,parceiro_sem_veiculo,partner,697.56,processed,84
d35aed7e-4baa-43cb-b9b1-e75d9571fe9c,BKG0002224,2025-02-09 16:40:16,preco_alto,,838.6,,80
7d085412-6b33-4772-a454-decfa14eda8e,BKG0001923,2025-02-24 05:09:38,fraude_detectada,,588.93,,60
215cf482-a2f0-4752-80cf-1a1d106b216d,BKG0006554,2025-03-30 14:22:59,fraude_detectada,customer,1456.97,,75
3fc1550b-e057-4879-8da3-eb7e9ea9ff2a,BKG0001528,2024-12-17 13:43:42,cliente_desistiu,,283.93,denied,12
33ab6a51-b4bf-4fb1-9e07-d7c614a5b9be,BKG0009227,2024-12-19 13:50:40,parceiro_sem_veiculo,admin,849.29,denied,88
262e2e4c-a0fb-4d62-b5b7-c3d469d2718a,BKG0014716,2024-10-08 18:53:36,preco_alto,customer,472.25,,53
27bd156c-b643-490b-a7e8-5daf0b20e08f,BKG0017251,2025-02-12 16:38:42,erro_usuario,partner,357.48,,3
fff387be-f015-40b8-9315-d475635cc7b6,BKG0009389,2024-11-17 13:28:10,,,1339.81,,87
64b50495-c1f2-4610-82f0-79aea37654bf,BKG0013563,2024-11-06 09:20:18,preco_alto,admin,1213.5,,
3e1e0332-6871-49dd-ae62-63cf5a77a15c,BKG0004894,2025-02-02 20:29:23,,,,,81
b8948a65-2de0-4af1-bf5e-64cb43badff7,BKG0005226,2025-03-01 05:05:53,voo_cancelado,system,756.66,pending,15
90c93712-3618-4069-bb0c-e530d0563fbb,BKG0001404,2025-01-19 22:52:28,outro,partner,,,76
5c52f8a4-0b28-4d06-a139-040373a3a79b,BKG0000050,2025-01-28 03:12:18,cliente_desistiu,system,1139.75,pending,29
82b3ebfd-fff1-496c-8e44-c80bf82cd2c2,BKG0009928,2024-12-31 15:03:52,cliente_desistiu,,1438.0,,21
b6b6634c-a471-432a-bbf3-30556afae8cd,BKG0007922,2025-02-22 06:35:58,,system,1132.88,,57
3dc1cc73-f988-41ab-8e75-04f15139386f,BKG0010153,2025-02-02 20:16:40,erro_usuario,admin,1476.01,,7
f61c399c-df7f-44ca-902b-4b436505c29e,BKG0015060,2025-03-23 15:21:58,fraude_detectada,system,505.4,processed,57
8ee2c378-8c02-475b-b80a-d6886c88b993,BKG0011122,2025-03-07 09:38:38,,,250.3,processed,9
35787175-7a5a-4408-bdb0-559c1843b0de,BKG0000490,2024-10-05 09:37:08,erro_usuario,partner,359.87,processed,38
bbf6b7cc-4cb1-4aed-add1-77dbd37a0d51,BKG0002871,2025-01-27 04:42:11,voo_cancelado,system,629.22,denied,31
8bd7a355-ace1-43e7-ad98-907a0ec6e208,BKG0011907,2024-12-03 10:30:07,cliente_desistiu,admin,403.21,,83
97de0d67-d313-4ecc-aa0f-06716ee32ccd,BKG0007553,2024-11-30 19:51:02,parceiro_sem_veiculo,,189.89,pending,1
3f39f7d0-00b8-4028-907f-ae20f931d6a8,BKG0017361,2024-11-18 23:45:10,erro_usuario,,,pending,62
fd0dd833-bdf8-4e20-9736-1d9e1a7f62bb,BKG0014768,2025-03-26 18:28:05,outro,,1313.44,denied,16
fd2baf05-ec24-4d3d-a061-bb795e9344d1,BKG0013406,2025-03-10 18:23:01,cliente_desistiu,customer,782.9,,44
1eb6595b-7c75-43f6-8dda-49f1cc078fc5,BKG0003771,2025-03-03 19:53:17,,admin,415.55,pending,64
f4d8724a-10d3-489d-aa59-db8032860e29,BKG0012667,2024-12-23 10:52:18,outro,admin,514.79,,45
8a520631-cf0d-43e8-a9d8-4dbbfe3c2b0d,BKG0010291,2025-03-24 00:42:59,outro,customer,921.93,pending,32
11a5e6ee-9557-4545-b064-7eca40c2ac1f,BKG0007466,2024-10-02 08:56:02,preco_alto,admin,510.8,pending,60
4858e315-bb55-41a7-926f-a09e8621fe36,BKG0009588,2024-11-04 21:23:26,preco_alto,admin,1151.99,,81
599840cd-922c-4c7a-b994-47982c4d9c85,BKG0002410,2025-03-14 10:11:03,,customer,1064.39,pending,57
072550bb-9bd4-40c0-8e57-ce5718d6e4b5,BKG0000205,2024-10-20 11:13:36,erro_usuario,partner,663.82,,57
140ce22b-b269-475c-96d6-b560e1f6d486,BKG0001242,2025-03-15 04:08:28,cliente_desistiu,partner,1448.72,processed,40
7fc933d6-97bb-4a56-8906-faaacffe3718,BKG0007307,2025-03-02 20:25:42,voo_cancelado,customer,1223.41,pending,83
dd12ed48-0b47-4ccc-8241-01f8df7f775e,BKG0005819,2024-10-01 12:30:30,,partner,824.19,,76
f13ed692-2a29-4a3b-92fd-2b53f0af744a,BKG0001652,2024-11-18 05:42:48,preco_alto,,879.79,denied,16
64539de7-7e06-4df3-8d38-41438a33d25e,BKG0001726,2024-12-10 07:06:23,fraude_detectada,partner,545.81,pending,10
e658d1f2-5419-4ae5-8895-9a91104fd31b,BKG0003987,2024-11-16 17:59:45,cliente_desistiu,admin,333.83,denied,34
1341528f-7885-482c-955d-8a3dcb8a563b,BKG0003280,2025-01-04 04:50:49,duplicidade,admin,1116.21,pending,67
e2868e66-09ae-4613-876c-900ad17a474f,BKG0009947,2025-02-20 03:03:38,,,,,29
e4ab8a94-280c-4139-a81f-e208b05a41dd,BKG0007122,2024-10-28 07:05:29,outro,admin,14.02,denied,68
3ed0e2a3-ee23-47cf-9ff5-d3f981e2b032,BKG0004819,2025-02-13 01:06:04,voo_cancelado,partner,1169.06,processed,
70e8f61f-50b6-494c-8f52-22af86dc8c81,BKG0014752,2025-01-07 05:09:26,parceiro_sem_veiculo,admin,1097.66,pending,37
72e8db03-3d77-4044-bd26-9d370ad46194,BKG0003830,2024-11-04 20:38:47,voo_cancelado,customer,832.64,,12
93dc646c-aebb-4032-8373-5fa3b5f08d9b,BKG0007624,2024-12-06 06:35:43,,,358.83,processed,82
5b5697d4-a1bd-4330-9f82-02622d56ac2d,BKG0007156,2025-01-13 06:05:47,fraude_detectada,admin,450.63,processed,57
07479990-f48c-4977-9322-395ae1171a00,BKG0007132,2024-12-04 13:56:49,outro,system,833.27,processed,38
3a93aeeb-cdd4-4595-b00d-86fd55547e67,BKG0007571,2024-11-29 16:56:20,duplicidade,partner,654.28,,80
05ae6cbe-3d39-473b-93a1-0d956b245f30,BKG0010425,2024-11-12 00:54:01,duplicidade,,316.64,,68
56d6e1a7-8c0c-449c-987c-c41a667f63af,BKG0008461,2024-10-17 13:15:38,voo_cancelado,,,,44
08796bc0-54bc-45bf-ab03-b73963fa13c3,BKG0011987,2024-10-28 01:43:05,,system,87.6,processed,25
8f72317d-4b96-4092-b234-c8b72457f8f8,BKG0015610,2025-03-18 07:20:29,,admin,,processed,15
c6ed8a39-cded-4a10-8879-77d563daf4a2,BKG0006767,2024-12-22 19:14:10,outro,customer,551.59,denied,32
cea779ff-bff6-4dee-9f1b-190cc26aa038,BKG0005541,2025-02-01 14:50:17,voo_cancelado,system,963.52,,43
629f4ff7-b299-459d-82b9-d5610917790a,BKG0015269,2025-03-18 18:16:20,,admin,570.8,pending,
9a5e5415-653d-4128-9e76-8720613d35bd,BKG0006248,2024-10-12 06:07:14,,,400.07,processed,74
7f8347c9-9d9b-4ae4-bd64-340d9b77f3c5,BKG0001740,2024-12-17 08:53:44,cliente_desistiu,customer,707.8,denied,31
6eff98c4-5144-4b53-912c-56f82e44f0a7,BKG0007564,2025-01-24 14:43:44,,customer,1254.25,,83
a933ab04-6acb-468f-9518-71ba3e0c44a7,BKG0013933,2025-03-19 08:45:05,parceiro_sem_veiculo,system,557.61,processed,87
03616e30-2474-4b05-a47b-d430c3cc1b46,BKG0005137,2025-02-06 03:47:32,preco_alto,customer,,,
35dc0b01-8eb5-40b6-a68c-a9430df43592,BKG0011994,2024-10-14 19:54:11,duplicidade,admin,1076.78,denied,55
ca97c39d-2e4b-47a3-8219-b198bc2f2c2f,BKG0016684,2025-01-12 07:50:42,duplicidade,,1392.2,processed,75
89f184cf-2a69-4ad9-bb49-8f9c124d23c8,BKG0000234,2025-02-28 18:26:15,cliente_desistiu,,,denied,34
5ef65b7b-d828-4ac3-9fae-2b76c3b515b4,BKG0013630,2024-12-04 21:38:14,parceiro_sem_veiculo,partner,,processed,59
97ec5505-b973-4e70-82f9-a11411dcadbd,BKG0008058,2025-02-27 17:33:34,fraude_detectada,system,1150.85,,48
083e2cb2-af6f-453b-9271-213e68bf54b5,BKG0011356,2025-02-05 04:40:41,fraude_detectada,partner,1223.68,pending,32
f4fd1896-03c4-4a3f-a602-91c232213bb1,BKG0016080,2024-12-02 01:46:26,,admin,,pending,74
09b1641c-f6e9-4149-a6ea-fc621dc7c2b2,BKG0014284,2025-02-11 12:33:02,parceiro_sem_veiculo,,176.84,,82
444755c4-53a9-409f-bc5f-dd39c4b23ee4,BKG0006295,2024-10-26 15:22:51,parceiro_sem_veiculo,system,23.78,,85
c659549e-0ac6-4b4f-9fa1-c460fb37fb58,BKG0003194,2025-03-06 00:57:44,erro_usuario,partner,,processed,70
4d5ab924-b1af-4cbc-a839-1182a162e290,BKG0001483,2024-11-09 05:01:49,duplicidade,,365.3,denied,88
7053bdea-b079-4c75-b914-8ace6f226564,BKG0005167,2025-01-26 21:36:57,fraude_detectada,admin,1198.9,processed,57
23baa748-9a39-4309-aa76-22fd4f4c3300,BKG0009095,2024-12-20 23:58:12,preco_alto,,312.14,denied,12
123c7210-f3f5-46d5-8f8b-655ada7e9950,BKG0010442,2025-03-05 18:41:53,erro_usuario,,,,29
43085f6c-1b24-4cbe-b1d1-891e99d4bfdc,BKG0017645,2025-01-04 03:14:42,outro,admin,1014.74,,26
aa1ea31a-9d51-431b-bdd9-54a8d2ffb387,BKG0017820,2024-10-01 20:03:14,preco_alto,system,892.27,processed,74
d8f4b8a7-e558-4224-8e90-008cb1d69e2e,BKG0008711,2024-10-05 17:38:53,,customer,1201.77,,21
b323d286-d116-4771-873d-0239674a97b5,BKG0009611,2024-11-30 02:18:45,duplicidade,customer,1292.71,processed,8
3963b712-0623-4cc9-b845-eaa037080177,BKG0014687,2024-11-22 14:52:22,outro,admin,1093.93,denied,6
0a877402-3c60-4327-a20f-5bfde2997559,BKG0016997,2024-10-18 07:56:47,erro_usuario,partner,701.89,,74
ec629bb8-27d4-474c-9dda-2a030c97c311,BKG0011816,2024-10-10 00:23:41,preco_alto,,113.95,,33
e012415f-77ea-4e1a-837c-df53683d4f04,BKG0015606,2025-01-19 01:36:09,,partner,13.48,denied,45
cabf72a7-2c01-4bf3-a62c-523f3776a43e,BKG0003244,2025-02-26 15:16:35,erro_usuario,admin,,denied,26
a343b8ca-9c95-476a-b325-6fe61e6a79fe,BKG0007975,2025-03-13 13:26:35,duplicidade,,965.22,denied,84
352e8490-8cb3-44d5-9a14-74293ed1b830,BKG0003897,2025-02-22 10:14:24,,admin,1287.76,pending,14
5a3bb01d-6d7d-4029-8d08-950b2680cb5a,BKG0010929,2025-01-11 19:53:45,parceiro_sem_veiculo,system,684.93,,33
75d7a339-35d5-460b-bd27-67220b059a55,BKG0000526,2024-11-10 08:45:40,fraude_detectada,customer,1249.8,denied,85
f8120c12-bc76-48b2-98e5-e0aa1633058d,BKG0012628,2025-01-26 13:52:50,,admin,195.62,pending,74
0d4f52d0-33de-469e-be44-f51685775104,BKG0015504,2025-03-10 22:57:59,erro_usuario,customer,806.24,pending,88
7e9000f6-b6e1-4b22-857d-5b05b6772116,BKG0014613,2024-10-17 05:03:08,parceiro_sem_veiculo,customer,44.05,processed,27
3d45f335-629b-4eac-b629-e39998698f58,BKG0010134,2025-03-25 04:30:28,erro_usuario,admin,475.33,,-2
7f3aa5c3-39bb-4814-b22a-0bfb949919f7,BKG0014209,2025-02-10 14:39:40,voo_cancelado,system,1169.27,denied,41
c8fe83c1-fa43-41fc-b5a3-13bcfaeb9c3b,BKG0005306,2024-10-27 21:55:15,erro_usuario,customer,718.65,pending,
197984f3-ba4c-4f8a-9e3d-ef31481ccdb8,BKG0004434,2024-10-31 16:43:41,erro_usuario,partner,360.29,processed,50
1a4077c7-c9e8-4df8-a4e1-5ea0bf33759f,BKG0011811,2025-02-14 03:42:02,fraude_detectada,,1407.65,processed,12
7c5c1128-9238-4a7a-9ae1-9dac65ff9ad8,BKG0017164,2025-02-16 19:27:43,erro_usuario,system,1136.93,denied,12
5743f307-ec3e-4c79-8057-03506165c471,BKG0005262,2024-11-10 00:26:25,duplicidade,admin,1443.96,denied,54
3d0ff8e4-17c7-49e2-8a2d-73db5eb635d5,BKG0007102,2024-12-10 08:03:07,erro_usuario,admin,1119.08,,37
b96be6d7-5d1a-4a80-839d-7a6abb13bd84,BKG0009457,2025-02-25 22:52:21,outro,customer,807.13,pending,3
44035e5e-fa3d-4dd6-bb4c-6564e0772329,BKG0014516,2024-12-28 12:16:40,preco_alto,system,1051.15,,1
82a4e62b-f0d1-424a-b03b-813083ec1509,BKG0006845,2024-11-23 03:24:42,voo_cancelado,partner,1341.71,,20
507e7931-2d7c-4059-a30e-73233da330ff,BKG0003467,2024-10-24 06:25:08,voo_cancelado,,804.17,pending,
7d4b413f-964f-4017-8932-b2253c4d946f,BKG0013408,2024-10-14 11:10:23,erro_usuario,,745.5,,8
bb2689c4-bfcc-4aaf-91e2-0a7904b6aa98,BKG0016416,2024-12-09 12:50:57,outro,,260.69,pending,7
4a683421-5f98-4272-8191-d3e5b37a8f90,BKG0007067,2024-10-16 05:00:57,cliente_desistiu,partner,459.3,denied,44
00ad54fb-f6a6-4c02-813c-f17eac069b5e,BKG0006722,2024-10-24 03:05:03,fraude_detectada,system,1098.23,processed,
283dc039-39fb-4a86-9c26-fcbf57b78b93,BKG0000315,2025-03-17 06:32:28,duplicidade,customer,1061.34,,12
5b41e33c-e474-41fa-9c7c-3a5d6b1689c9,BKG0002083,2025-01-29 21:44:23,erro_usuario,customer,1423.26,pending,24
2a1c06c7-816b-42be-85b6-3de0ce03e2b2,BKG0009803,2025-03-03 16:23:57,outro,partner,,pending,60
37551222-6060-421d-9e2a-eebb76b00a76,BKG0014260,2024-10-28 21:18:20,outro,,1295.42,processed,
f62abd24-6641-4559-8375-92a94accefa5,BKG0001298,2025-03-18 01:43:13,outro,customer,1158.55,processed,27
79378db2-e5bb-4a3e-b362-2d3e321bd9cc,BKG0013754,2025-02-07 02:55:20,,customer,88.3,processed,3
afbfbe51-513e-41e7-8d2e-88a43951595a,BKG0003485,2024-10-25 04:46:32,outro,customer,318.0,denied,17
eefa79ca-b48c-4ac9-900b-20c231470182,BKG0004169,2025-03-06 17:08:44,preco_alto,admin,1402.5,,60
c30ef3cf-f964-4c6a-bd83-26e5be506681,BKG0014489,2025-03-17 01:42:23,cliente_desistiu,admin,683.5,,30
565997f7-673a-4f46-bbca-4601ea3bde2c,BKG0003142,2025-02-17 18:48:06,duplicidade,customer,1146.74,denied,60
d0d03714-8ff3-43b2-bac8-b62297d3f0a3,BKG0003953,2025-02-18 06:43:30,parceiro_sem_veiculo,customer,777.5,processed,8
ae1522c6-dcad-4e1c-887f-ade35e1e8936,BKG0010567,2025-01-18 07:25:57,preco_alto,partner,,processed,58
ce0d8845-b48f-4031-a0d9-89c6914acb4b,BKG0008645,2024-10-10 00:04:37,parceiro_sem_veiculo,customer,436.23,pending,32
ba532c72-1855-401f-b222-a27e706d4c4e,BKG0013791,2025-03-22 07:27:32,preco_alto,system,890.56,,44
5bc8ef9a-f48b-47c1-9cf9-0bd922cbbf71,BKG0008706,2025-01-02 07:40:20,fraude_detectada,admin,722.55,processed,32
070b4cb2-29b7-4660-8dcb-26fb1c085dfa,BKG0010525,2025-03-16 18:00:14,preco_alto,admin,656.24,processed,14
21e7fd11-3d5a-4133-a676-3a73e3531336,BKG0017488,2024-11-24 00:26:24,duplicidade,partner,225.98,denied,10
271f84cc-7425-48ab-b41d-04a5eadc9bea,BKG0003179,2024-12-05 05:54:10,fraude_detectada,system,617.65,denied,81
cb5bc992-8657-4bd8-a3ad-f5c53316f620,BKG0003498,2024-10-13 15:32:02,parceiro_sem_veiculo,system,177.01,processed,77
9fdc8292-eb95-4367-a3e8-26e4ec779cb8,BKG0004811,2025-03-15 20:38:36,duplicidade,customer,1493.68,denied,18
dd557971-b438-4560-b940-00b4a19bb811,BKG0002014,2024-10-20 04:32:54,cliente_desistiu,system,871.67,,28
27041fb6-cb74-4bb5-b4e0-e349b76bdb4b,BKG0017333,2025-03-15 20:19:21,voo_cancelado,admin,923.48,,30
46a7a013-ddc5-4321-810d-c602c6e7c4bd,BKG0017770,2025-01-10 14:04:43,erro_usuario,admin,,,77
2f7812c1-ce24-4771-a41a-ff6e340582e3,BKG0002249,2025-03-26 21:02:23,fraude_detectada,partner,90.32,denied,79
3b18a5ac-805f-4830-9c3e-7aa39149ecf8,BKG0007543,2024-12-07 10:21:10,,admin,1002.01,denied,14
c8149e5b-9404-48d3-a9d7-3925ec1ba37b,BKG0004221,2024-12-08 22:57:21,,partner,564.62,denied,58
51bccf25-4bd7-49e6-8b6e-025ec2531f20,BKG0013734,2024-11-16 14:03:01,preco_alto,customer,537.68,,4
5991445d-36a3-4070-a78b-ed7a9e422246,BKG0010833,2025-02-25 05:06:26,outro,partner,186.73,processed,21
0bc82a94-bf90-423b-8756-cb48041e4d1c,BKG0004193,2024-11-14 20:38:41,outro,admin,1317.17,,61
323381d2-5771-46a4-8f1f-d7444660923c,BKG0008054,2025-01-05 22:51:59,voo_cancelado,system,331.59,processed,
c28e0cfd-d419-48ab-9a5e-60d24dd8f4ca,BKG0008947,2025-02-05 10:02:15,outro,partner,,processed,6
93ce40ed-739d-4db0-9ae0-c818813285ae,BKG0015811,2025-02-26 00:22:33,,partner,585.37,processed,26
cddf066f-515c-4acd-b70b-6efeb376a7c1,BKG0009503,2024-10-15 13:14:18,fraude_detectada,,76.61,,43
ca17cbe0-030c-42dc-8027-6ef6cf036014,BKG0016039,2024-11-21 20:35:08,erro_usuario,system,177.74,denied,-1
1e2f313d-53ca-4e38-b606-02ec0efc772d,BKG0000579,2025-02-08 11:41:52,,,860.21,denied,7
90d3e926-af27-41ad-b6de-f53d6c16cdd0,BKG0017217,2024-11-16 16:31:03,erro_usuario,admin,1118.31,denied,12
bac07cfb-beeb-42a6-8901-aa1071155282,BKG0010849,2024-11-24 05:29:13,voo_cancelado,,1047.84,pending,82
09b7ee64-ab3d-4ea9-b0cd-53ba95aae953,BKG0000401,2025-03-30 13:21:52,erro_usuario,system,1452.8,processed,71
7f0b1bcf-d660-4458-95c9-482a8f466383,BKG0002937,2024-10-21 00:39:29,voo_cancelado,,,processed,15
dd87081c-3f9a-4e79-86f4-3a2b655b0771,BKG0008247,2025-01-16 05:15:19,voo_cancelado,admin,552.42,pending,64
689c2076-87bf-47bc-8151-52c5c3bb3344,BKG0008417,2024-12-24 14:19:42,,system,791.95,processed,48
01382d27-ffd0-480e-afe6-25628ab21fd0,BKG0000287,2025-01-26 02:45:59,fraude_detectada,system,651.33,denied,32
0f03c6a1-0425-46ba-a5f1-297856ebef13,BKG0014794,2024-12-08 14:02:30,preco_alto,customer,1350.03,processed,36
44bf7399-3c5c-4ea0-ab4f-a1f38a81e145,BKG0001843,2025-02-18 23:39:40,voo_cancelado,partner,1431.29,denied,61
28baa2b6-cee1-4d30-93b9-182fd2c025d6,BKG0015753,2025-02-14 13:50:11,preco_alto,admin,1212.39,processed,18
b6a18e2a-f393-4984-ade3-271799eb0023,BKG0005784,2025-03-29 09:37:07,parceiro_sem_veiculo,,405.24,processed,40
e3078b06-9e62-4efb-832f-2af8992dec3c,BKG0015001,2025-03-04 08:46:45,parceiro_sem_veiculo,,936.51,denied,
4b936068-90b1-41ff-8a8f-e660d74c09aa,BKG0007124,2024-11-08 06:11:11,preco_alto,system,1407.31,processed,25
c815c8f0-7545-45de-b567-1d5ecd723a9e,BKG0002438,2025-03-25 03:13:57,,customer,1298.11,pending,
d193e265-7fac-4973-9654-34d38e7efac2,BKG0016366,2024-11-24 05:47:40,duplicidade,,144.38,processed,80
a732b0b5-e346-49d4-948c-4b28cd828a4f,BKG0014903,2025-01-25 05:57:44,erro_usuario,partner,529.72,pending,40
0c415922-d72a-435a-82b5-263810b4304a,BKG0001283,2024-10-06 08:03:36,,customer,98.25,,9
920e5695-2416-4816-a888-512d746e17af,BKG0011169,2024-11-02 17:39:47,cliente_desistiu,customer,,processed,
d097c089-80ae-4208-80ff-4df2f881a5c6,BKG0000229,2025-01-11 21:49:54,,partner,756.88,,66
d2eeaee5-e461-43ce-92f6-f765c5311c9e,BKG0006054,2025-03-21 19:02:07,voo_cancelado,customer,40.98,denied,84
1c7b79f9-51b6-43f1-bc7d-bfce84ec22cc,BKG0000545,2025-02-09 02:47:46,voo_cancelado,system,391.47,denied,38
57225dd6-8cdd-4ae5-9cea-9a3ea8779c44,BKG0015676,2024-11-08 05:36:56,,system,733.17,denied,4
e26e2076-f24d-4bca-8d86-8a95319b6275,BKG0013418,2025-02-14 00:57:05,parceiro_sem_veiculo,,77.39,,31
79cc5092-2cb8-479b-9c79-b0b318ac588f,BKG0008348,2025-02-27 08:29:07,preco_alto,customer,,denied,44
a633eff3-2a40-4b94-a06b-89b24a6447ac,BKG0009165,2025-03-25 22:14:59,erro_usuario,system,70.27,processed,18
04c0fd0a-7338-454d-998d-ff90044c688e,BKG0005231,2024-10-12 20:02:04,,partner,635.85,,20
13b16896-70dc-4922-b9ca-6ada07f1151d,BKG0010319,2024-11-30 08:20:43,outro,admin,1320.52,processed,26
1df9c64c-534a-4f65-8c0c-f7660a882da8,BKG0011185,2024-12-26 20:15:22,erro_usuario,partner,856.1,pending,84
03c29c8e-f0d9-4630-ae0a-d53facac2df9,BKG0004218,2024-10-17 08:33:31,erro_usuario,partner,548.74,pending,46
2c153006-0312-402b-9bde-608b0a2d4a8e,BKG0009726,2025-02-01 04:39:08,fraude_detectada,partner,14.48,,71
3b7b3ce4-a31d-4927-b73c-1c46a64626dc,BKG0005715,2024-11-02 01:48:27,voo_cancelado,admin,762.15,pending,23
eaa849a9-ef3a-46d4-a37d-bcc7ff0f9bfe,BKG0002126,2025-01-07 12:18:39,preco_alto,system,1058.69,,81
f666d98a-c6ff-4d81-88dd-6d45356e84f5,BKG0012896,2024-12-09 07:37:55,,,623.23,denied,40
7cbba033-55f7-4d9e-ba1e-0937dc845d0e,BKG0002580,2024-10-27 09:38:21,erro_usuario,,1407.4,,49
630b2072-1b85-43c4-8953-903b4c6fa84f,BKG0007250,2025-01-11 16:03:36,,system,,pending,27
f2084a60-ec23-4e5f-b890-df56205e5bb8,BKG0016310,2024-11-30 06:55:57,preco_alto,admin,1476.41,,51
30613fad-a864-4cc1-bed7-cd30a8287cf1,BKG0001541,2025-02-10 01:07:24,cliente_desistiu,,985.62,processed,30
98084a5a-c0af-44d3-9916-5d26ddb542c5,BKG0007722,2024-10-17 22:11:45,cliente_desistiu,customer,,pending,28
